Plate	Well	Well Number	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Characteristics [Cell Line]	Term Source 2 REF	Term Source 2 Accession	Replicate	Batch	Compound Name	Compound SMILES	Dose	Control Type	Channels
Week1_22141	D4	40	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week11	taxol	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	1 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22141	D5	41	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week11	taxol	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	0.3 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22141	D6	42	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week11	taxol	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	0.1 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22141	D7	43	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week11	taxol	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	0.03 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22141	D8	44	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week11	taxol	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	0.01 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22141	D9	45	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week11	taxol	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	0.003 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22141	D10	46	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week11	taxol	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	0.001 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22141	D11	47	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week11	taxol	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	0.3 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22141	E2	50	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week11	taxol	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	0.3 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22141	E3	51	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week11	nocodazole	COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3cccs3	3 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22141	E4	52	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week11	nocodazole	COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3cccs3	1 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22141	E5	53	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week11	nocodazole	COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3cccs3	0.3 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22141	E6	54	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week11	nocodazole	COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3cccs3	0.1 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22141	E7	55	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week11	nocodazole	COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3cccs3	0.03 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22141	E8	56	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week11	nocodazole	COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3cccs3	0.01 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22141	E9	57	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week11	nocodazole	COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3cccs3	0.003 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22141	E10	58	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week11	nocodazole	COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3cccs3	0.001 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22141	E11	59	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week11	DMSO			negative control	DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22141	F2	62	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week11	taxol	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	0.3 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22141	F3	63	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week11	AZ-H		30 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22141	F4	64	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week11	AZ-H		10 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22141	F5	65	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week11	AZ-H		3 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22141	F6	66	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week11	AZ-H		1 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22141	F7	67	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week11	AZ-H		0.3 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22141	F8	68	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week11	AZ-H		0.1 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22141	F9	69	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week11	AZ-H		0.03 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22141	F10	70	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week11	AZ-H		0.01 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22141	F11	71	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week11	DMSO			negative control	DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22141	G2	74	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week11	taxol	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	0.3 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22141	G3	75	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week11	AZ-A		30 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22141	G4	76	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week11	AZ-A		10 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22141	G5	77	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week11	AZ-A		3 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22141	G6	78	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week11	AZ-A		1 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22141	G7	79	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week11	AZ-A		0.3 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22141	G8	80	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week11	AZ-A		0.1 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22141	G9	81	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week11	AZ-A		0.03 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22141	G10	82	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week11	AZ-A		0.01 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22141	G11	83	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week11	DMSO			negative control	DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22161	B2	14	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	DMSO			negative control	DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22161	B3	15	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	cytochalasin B	C[C@@H]1CCC[C@@H](O)\\C=C\\C(=O)O[C@]23[C@@H](\\C=C\\C1)[C@H](O)C(=C)[C@@H](C)[C@H]2[C@H](Cc4ccccc4)NC3=O	30 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22161	B4	16	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	cytochalasin B	C[C@@H]1CCC[C@@H](O)\\C=C\\C(=O)O[C@]23[C@@H](\\C=C\\C1)[C@H](O)C(=C)[C@@H](C)[C@H]2[C@H](Cc4ccccc4)NC3=O	10 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22161	B5	17	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	cytochalasin B	C[C@@H]1CCC[C@@H](O)\\C=C\\C(=O)O[C@]23[C@@H](\\C=C\\C1)[C@H](O)C(=C)[C@@H](C)[C@H]2[C@H](Cc4ccccc4)NC3=O	3 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22161	B6	18	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	cytochalasin B	C[C@@H]1CCC[C@@H](O)\\C=C\\C(=O)O[C@]23[C@@H](\\C=C\\C1)[C@H](O)C(=C)[C@@H](C)[C@H]2[C@H](Cc4ccccc4)NC3=O	1 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22161	B7	19	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	cytochalasin B	C[C@@H]1CCC[C@@H](O)\\C=C\\C(=O)O[C@]23[C@@H](\\C=C\\C1)[C@H](O)C(=C)[C@@H](C)[C@H]2[C@H](Cc4ccccc4)NC3=O	0.3 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22161	B8	20	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	cytochalasin B	C[C@@H]1CCC[C@@H](O)\\C=C\\C(=O)O[C@]23[C@@H](\\C=C\\C1)[C@H](O)C(=C)[C@@H](C)[C@H]2[C@H](Cc4ccccc4)NC3=O	0.1 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22161	B9	21	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	cytochalasin B	C[C@@H]1CCC[C@@H](O)\\C=C\\C(=O)O[C@]23[C@@H](\\C=C\\C1)[C@H](O)C(=C)[C@@H](C)[C@H]2[C@H](Cc4ccccc4)NC3=O	0.03 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22161	B10	22	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	cytochalasin B	C[C@@H]1CCC[C@@H](O)\\C=C\\C(=O)O[C@]23[C@@H](\\C=C\\C1)[C@H](O)C(=C)[C@@H](C)[C@H]2[C@H](Cc4ccccc4)NC3=O	0.01 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22161	B11	23	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	taxol	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	0.3 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22161	C2	26	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	DMSO			negative control	DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22161	C3	27	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	aphidicolin	CC1(CO)C(O)CCC2(C)C1CCC3CC4CC23CCC4(O)CO	10 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22161	C4	28	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	aphidicolin	CC1(CO)C(O)CCC2(C)C1CCC3CC4CC23CCC4(O)CO	3 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22161	C5	29	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	aphidicolin	CC1(CO)C(O)CCC2(C)C1CCC3CC4CC23CCC4(O)CO	1 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22161	C6	30	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	aphidicolin	CC1(CO)C(O)CCC2(C)C1CCC3CC4CC23CCC4(O)CO	0.3 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22161	C7	31	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	aphidicolin	CC1(CO)C(O)CCC2(C)C1CCC3CC4CC23CCC4(O)CO	0.1 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22161	C8	32	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	aphidicolin	CC1(CO)C(O)CCC2(C)C1CCC3CC4CC23CCC4(O)CO	0.03 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22161	C9	33	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	aphidicolin	CC1(CO)C(O)CCC2(C)C1CCC3CC4CC23CCC4(O)CO	0.01 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22161	C10	34	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	aphidicolin	CC1(CO)C(O)CCC2(C)C1CCC3CC4CC23CCC4(O)CO	0.003 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22161	C11	35	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	taxol	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	0.3 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22161	D2	38	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	DMSO			negative control	DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22161	D3	39	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	taxol	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	3 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22161	D4	40	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	taxol	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	1 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22161	D5	41	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	taxol	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	0.3 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22161	D6	42	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	taxol	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	0.1 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22161	D7	43	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	taxol	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	0.03 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22161	D8	44	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	taxol	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	0.01 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22161	D9	45	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	taxol	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	0.003 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22161	D10	46	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	taxol	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	0.001 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22161	D11	47	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	taxol	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	0.3 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22161	E2	50	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	taxol	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	0.3 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22161	E3	51	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	nocodazole	COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3cccs3	3 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22161	E4	52	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	nocodazole	COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3cccs3	1 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22161	E5	53	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	nocodazole	COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3cccs3	0.3 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22161	E6	54	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	nocodazole	COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3cccs3	0.1 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22161	E7	55	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	nocodazole	COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3cccs3	0.03 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22161	E8	56	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	nocodazole	COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3cccs3	0.01 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22161	E9	57	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	nocodazole	COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3cccs3	0.003 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22161	E10	58	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	nocodazole	COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3cccs3	0.001 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22161	E11	59	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	DMSO			negative control	DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22161	F2	62	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	taxol	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	0.3 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22161	F3	63	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	AZ-H		30 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22161	F4	64	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	AZ-H		10 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
Week1_22161	F5	65	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	AZ-H		3 micromolar		DAPI:DNA;Phallodin:F-actin;_-tubulin
